age,workclass,educational-num,occupation,hours-per-week,income_>50K
44,Private,15,Prof-specialty,40,1
24,?,9,?,50,0
43,Private,10,Adm-clerical,40,0
23,Private,13,Sales,45,0
36,Private,14,Tech-support,40,0
61,Private,7,Other-service,40,0
58,Private,9,Craft-repair,52,1
37,Private,9,Other-service,48,0
18,Private,7,Prof-specialty,15,0
22,Private,10,Adm-clerical,39,0
21,Private,10,Other-service,25,0
46,Local-gov,13,Protective-serv,40,1
60,Private,10,Prof-specialty,40,1
24,Private,13,Exec-managerial,40,0
38,Private,11,Tech-support,20,0
31,Private,11,Machine-op-inspct,40,0
69,?,13,?,40,0
51,Private,11,Tech-support,40,1
27,Private,10,Handlers-cleaners,50,0
24,Self-emp-not-inc,9,Craft-repair,40,0
40,Self-emp-not-inc,9,Farming-fishing,70,1
58,Local-gov,9,Adm-clerical,40,0
45,State-gov,14,Exec-managerial,50,1
30,Private,13,Prof-specialty,40,1
43,Self-emp-not-inc,13,Sales,45,0
43,Private,14,Tech-support,40,1
24,Private,9,Sales,50,0
47,Private,4,Transport-moving,40,0
22,Private,10,Sales,40,0
57,Private,9,Sales,35,0
24,Private,10,Prof-specialty,40,0
64,Private,9,Machine-op-inspct,30,0
42,Private,11,Tech-support,40,1
39,Federal-gov,9,Adm-clerical,40,1
19,Private,10,Adm-clerical,20,0
23,Private,10,Exec-managerial,45,0
50,Private,14,Exec-managerial,35,0
50,Private,15,Prof-specialty,60,1
33,Self-emp-inc,13,Prof-specialty,40,0
60,Private,3,Craft-repair,40,0
37,Private,3,Other-service,40,0
55,Private,11,Craft-repair,40,1
53,Private,9,Craft-repair,40,0
60,Local-gov,10,Exec-managerial,40,0
51,Local-gov,13,Prof-specialty,40,1
47,State-gov,9,Protective-serv,40,0
36,Private,10,Other-service,30,0
19,Private,9,Machine-op-inspct,40,0
26,Private,10,Craft-repair,35,0
52,Private,15,Prof-specialty,40,1
36,Private,13,Exec-managerial,55,1
30,Private,13,Other-service,55,0
29,Private,13,Exec-managerial,40,1
22,Private,9,Craft-repair,40,0
27,Private,13,Prof-specialty,36,0
47,Private,10,Other-service,10,0
42,Local-gov,9,Craft-repair,40,1
42,Federal-gov,11,Exec-managerial,40,0
32,Private,9,Other-service,38,0
40,Private,9,Handlers-cleaners,40,0
81,Self-emp-not-inc,13,Farming-fishing,30,0
74,Self-emp-inc,9,Exec-managerial,30,1
47,Private,3,Priv-house-serv,40,0
24,State-gov,14,Prof-specialty,20,0
53,Private,13,Craft-repair,40,0
27,Self-emp-not-inc,9,Sales,40,0
40,Private,9,Other-service,35,0
35,Private,10,Prof-specialty,50,1
36,Private,9,Prof-specialty,40,1
18,Private,9,Sales,36,0
58,Self-emp-inc,6,Transport-moving,40,0
27,Private,11,Farming-fishing,40,0
18,Private,10,Other-service,20,0
43,Private,9,Machine-op-inspct,40,0
59,Private,10,Craft-repair,40,1
42,Private,14,Sales,50,0
34,Private,9,Transport-moving,48,0
23,Private,13,Adm-clerical,40,0
44,Private,3,Transport-moving,40,0
46,Self-emp-not-inc,9,Craft-repair,48,1
26,Private,13,Prof-specialty,64,1
71,?,10,?,20,0
36,Local-gov,10,Protective-serv,40,1
18,Self-emp-inc,6,Other-service,16,0
36,Private,9,Other-service,25,0
54,Private,10,Craft-repair,40,1
45,Federal-gov,13,Prof-specialty,45,1
40,Private,9,Adm-clerical,45,0
31,Private,11,Handlers-cleaners,40,0
42,Private,10,Craft-repair,40,0
33,Private,4,Handlers-cleaners,40,0
24,Private,9,Sales,40,0
17,Local-gov,7,Prof-specialty,25,0
33,Private,8,Transport-moving,40,0
34,Private,11,Tech-support,40,0
33,State-gov,10,Prof-specialty,40,0
45,Self-emp-inc,13,Exec-managerial,45,1
46,Private,9,Machine-op-inspct,38,0
40,Private,9,Sales,40,0
32,Private,10,Prof-specialty,40,0
23,Private,13,Prof-specialty,40,0
23,?,11,?,15,0
40,State-gov,16,Prof-specialty,50,1
25,Private,9,Machine-op-inspct,50,0
46,Private,9,Craft-repair,40,0
22,Private,9,Handlers-cleaners,43,0
48,Local-gov,14,Prof-specialty,50,0
38,Private,9,Craft-repair,40,0
45,Private,13,Exec-managerial,40,0
21,Private,9,Other-service,37,0
38,Private,10,Exec-managerial,52,0
43,Private,9,Craft-repair,40,0
73,Self-emp-inc,13,Sales,50,1
56,Self-emp-inc,9,Exec-managerial,50,0
19,Private,10,Handlers-cleaners,16,0
32,Private,11,Craft-repair,45,0
24,Private,5,Craft-repair,58,0
39,Federal-gov,11,Prof-specialty,50,0
38,Private,9,Sales,40,0
35,Private,6,Machine-op-inspct,50,0
21,Private,9,Other-service,30,0
37,Federal-gov,9,Tech-support,40,0
29,Private,13,Sales,50,0
50,Private,10,Craft-repair,40,0
60,Self-emp-inc,11,Machine-op-inspct,70,1
27,Private,9,Craft-repair,20,0
22,Local-gov,13,Prof-specialty,40,0
26,Private,7,Other-service,25,0
45,Private,10,Craft-repair,40,0
27,Private,9,Other-service,40,0
43,Private,13,Prof-specialty,40,1
63,Private,9,Craft-repair,20,0
32,Private,13,Exec-managerial,55,0
26,Private,9,Sales,40,0
44,Local-gov,13,Prof-specialty,55,0
60,Private,10,Adm-clerical,40,0
32,Federal-gov,10,Exec-managerial,40,0
39,Private,15,Exec-managerial,48,1
30,Self-emp-not-inc,9,Craft-repair,30,0
23,Private,13,Prof-specialty,60,0
40,?,12,?,40,0
58,Private,9,Exec-managerial,24,0
35,?,11,?,40,1
27,Private,3,Farming-fishing,48,0
38,Private,10,Machine-op-inspct,28,0
17,Private,7,Sales,12,0
20,?,10,?,40,0
18,Private,10,Other-service,24,0
31,Private,13,Prof-specialty,50,0
59,Private,13,Prof-specialty,37,0
48,?,7,?,10,0
23,Private,10,Craft-repair,60,0
48,?,13,?,80,1
28,Private,8,Prof-specialty,45,0
61,Private,16,Prof-specialty,40,1
49,Private,9,Craft-repair,40,1
33,Private,13,Adm-clerical,40,0
56,?,10,?,50,1
22,Private,9,Machine-op-inspct,40,0
53,Local-gov,14,Exec-managerial,40,1
24,Self-emp-inc,13,Exec-managerial,40,1
49,Private,9,Adm-clerical,20,0
17,Private,7,Sales,23,0
20,Private,7,Other-service,40,0
32,Private,7,Craft-repair,40,0
34,Private,10,Craft-repair,38,0
69,Private,8,Transport-moving,60,1
39,Private,9,Machine-op-inspct,42,1
23,Private,13,Other-service,30,0
60,Private,9,Adm-clerical,38,0
41,Private,9,Transport-moving,40,0
33,Self-emp-not-inc,9,Exec-managerial,55,0
47,Private,16,Prof-specialty,60,1
24,Private,6,Other-service,30,0
40,Private,10,Sales,40,0
25,Private,9,Handlers-cleaners,40,0
29,Self-emp-not-inc,9,Craft-repair,40,0
37,Private,13,Exec-managerial,40,1
38,Private,11,Exec-managerial,55,1
46,Private,9,Craft-repair,40,0
47,Local-gov,15,Prof-specialty,35,0
45,Private,9,Prof-specialty,40,0
38,Private,9,Transport-moving,50,0
43,Self-emp-not-inc,14,Sales,45,0
49,Self-emp-not-inc,10,Prof-specialty,40,1
38,State-gov,13,Exec-managerial,45,0
23,Private,12,Prof-specialty,52,0
32,Private,7,Craft-repair,40,0
23,Private,9,Sales,40,0
34,Private,13,Prof-specialty,50,1
23,Private,9,Machine-op-inspct,30,0
47,Private,14,Prof-specialty,40,1
51,Self-emp-not-inc,9,Craft-repair,70,0
44,Self-emp-inc,10,Exec-managerial,50,0
25,Local-gov,10,Protective-serv,40,0
36,?,7,?,24,0
21,Private,7,Handlers-cleaners,40,0
41,Private,9,Adm-clerical,40,0
24,Private,10,Other-service,35,0
21,Self-emp-not-inc,9,Other-service,50,0
37,Private,7,Other-service,40,0
38,Private,11,Prof-specialty,48,0
27,Private,13,Exec-managerial,45,0
41,Private,10,Craft-repair,40,1
50,Private,10,Exec-managerial,50,1
41,Private,14,Prof-specialty,45,1
18,Private,9,Sales,30,0
52,Private,9,Adm-clerical,40,0
56,Private,16,Prof-specialty,50,1
48,Self-emp-inc,9,Sales,84,0
64,Private,10,Adm-clerical,40,0
67,?,9,?,32,1
35,Local-gov,14,Prof-specialty,60,1
18,?,10,?,48,0
18,Private,9,Other-service,36,0
21,Private,11,Exec-managerial,40,0
48,?,10,?,60,1
39,Private,6,Machine-op-inspct,60,0
47,Private,3,Other-service,40,0
44,Private,9,Adm-clerical,40,0
53,?,9,?,40,0
18,Private,7,Sales,8,0
29,Private,12,Sales,40,0
34,Private,7,Other-service,30,0
53,Private,9,Other-service,40,0
59,Private,7,Transport-moving,40,0
47,Private,13,Sales,40,0
35,Private,13,Tech-support,40,0
24,Private,13,Farming-fishing,40,0
22,?,10,?,40,0
72,?,9,?,4,0
44,Private,9,Craft-repair,45,0
65,Federal-gov,10,Exec-managerial,40,1
49,Private,9,Exec-managerial,48,1
30,Private,4,Craft-repair,48,0
53,?,10,?,5,0
43,Local-gov,10,Craft-repair,40,1
36,Private,9,Other-service,40,0
18,Private,9,Handlers-cleaners,20,0
26,Private,7,Exec-managerial,40,0
64,Self-emp-inc,12,Sales,50,1
21,Private,9,Craft-repair,35,0
41,Private,13,Sales,40,1
31,Self-emp-not-inc,10,Sales,60,1
22,Local-gov,9,Farming-fishing,20,0
63,Private,9,Prof-specialty,25,0
28,Private,9,Exec-managerial,40,0
67,Private,13,Exec-managerial,40,1
49,Private,16,Tech-support,40,1
61,Private,5,Handlers-cleaners,40,1
17,Private,7,Handlers-cleaners,20,0
62,Private,9,Handlers-cleaners,40,0
29,Private,10,Craft-repair,40,0
24,Private,13,Sales,40,0
43,Self-emp-inc,11,Farming-fishing,88,0
44,Private,13,Exec-managerial,50,1
43,Local-gov,13,Prof-specialty,40,1
50,Self-emp-not-inc,10,Other-service,25,1
25,Private,13,Prof-specialty,15,0
28,Private,9,Protective-serv,40,0
20,?,10,?,40,0
27,Private,9,Machine-op-inspct,40,0
27,Private,5,Machine-op-inspct,37,0
66,Self-emp-inc,9,Transport-moving,50,1
32,Private,9,Other-service,40,0
43,Private,13,Machine-op-inspct,40,1
57,Private,10,Prof-specialty,8,1
18,Private,7,Handlers-cleaners,12,0
77,Private,4,Machine-op-inspct,30,0
24,?,10,?,15,0
43,Local-gov,9,Exec-managerial,40,1
34,Private,10,Adm-clerical,40,0
32,Private,9,Craft-repair,38,0
30,Private,10,Exec-managerial,50,1
47,Private,9,Other-service,40,0
38,?,11,?,15,0
33,Private,7,Sales,17,0
70,Private,4,Other-service,35,0
57,Private,4,Craft-repair,40,0
25,Private,9,Other-service,40,0
37,Private,13,Machine-op-inspct,32,0
46,Private,16,Prof-specialty,70,0
19,?,10,?,35,0
50,Private,11,Prof-specialty,38,1
19,Private,10,Sales,15,0
45,Private,10,Machine-op-inspct,40,0
58,?,9,?,50,0
65,Private,9,Other-service,32,0
60,Private,9,Sales,32,0
31,Private,9,Farming-fishing,40,0
18,Private,10,Adm-clerical,40,0
47,Private,11,Sales,50,0
58,Self-emp-not-inc,9,Sales,50,0
55,Self-emp-not-inc,11,Sales,30,0
41,Private,7,Other-service,40,0
21,?,10,?,25,0
28,Local-gov,14,Exec-managerial,40,1
17,Private,3,Sales,20,0
70,?,3,?,40,0
40,Self-emp-not-inc,12,Prof-specialty,2,0
30,Private,9,Sales,55,0
52,Self-emp-not-inc,9,Craft-repair,40,0
80,Self-emp-not-inc,9,Other-service,30,0
30,Local-gov,10,Craft-repair,40,0
45,Local-gov,10,Adm-clerical,38,0
59,Private,4,Other-service,38,0
45,Private,13,Prof-specialty,40,0
50,Private,13,Sales,40,1
72,Private,14,Prof-specialty,60,0
43,Local-gov,14,Prof-specialty,35,1
25,Private,13,Adm-clerical,35,0
17,Private,6,Other-service,24,0
49,Private,12,Sales,35,0
38,Private,7,Sales,40,0
49,Self-emp-not-inc,13,Exec-managerial,40,0
26,Private,10,Adm-clerical,35,0
47,State-gov,10,Prof-specialty,50,0
27,Private,11,Machine-op-inspct,40,0
40,Private,10,Craft-repair,40,1
33,State-gov,9,Transport-moving,40,0
53,Federal-gov,13,Exec-managerial,40,1
48,Private,15,Sales,13,0
31,Private,5,Machine-op-inspct,40,0
57,Self-emp-inc,15,Prof-specialty,35,1
33,Private,9,Craft-repair,40,0
31,Self-emp-not-inc,5,Craft-repair,40,0
35,Private,10,Prof-specialty,45,1
61,Private,10,Exec-managerial,45,1
29,Private,11,Adm-clerical,40,0
32,Private,13,Other-service,40,0
35,Private,10,Exec-managerial,60,0
24,Private,11,Tech-support,38,0
38,Private,9,Transport-moving,99,0
51,Private,13,Exec-managerial,60,1
22,Private,13,Prof-specialty,40,0
30,Private,10,Prof-specialty,40,0
17,Private,6,Sales,12,0
30,?,7,?,35,0
64,Private,10,Craft-repair,20,0
42,Private,6,Sales,45,0
27,Private,10,Sales,50,0
49,Private,10,Exec-managerial,40,1
49,Private,13,Exec-managerial,40,1
67,?,10,?,8,0
37,Private,13,Exec-managerial,50,1
22,Private,10,Adm-clerical,50,0
30,Private,14,Prof-specialty,40,1
57,Self-emp-not-inc,9,Farming-fishing,72,0
25,State-gov,13,Protective-serv,40,0
32,Private,13,Exec-managerial,50,0
45,Private,14,Exec-managerial,40,1
22,Private,10,Adm-clerical,10,0
57,Federal-gov,9,Adm-clerical,40,0
25,Private,9,Handlers-cleaners,40,0
53,Private,10,Craft-repair,47,1
49,Private,10,Machine-op-inspct,50,1
26,Local-gov,10,Other-service,10,0
18,Private,6,Other-service,20,0
30,Private,11,Adm-clerical,38,0
44,?,9,?,50,0
27,Private,13,Other-service,40,0
59,Private,15,Transport-moving,50,1
57,Private,10,Sales,90,1
19,Private,9,Other-service,15,0
60,Private,3,Craft-repair,45,0
39,Private,14,Prof-specialty,50,1
47,Local-gov,7,Craft-repair,40,0
23,Private,9,Machine-op-inspct,40,0
33,Private,9,Craft-repair,40,1
44,State-gov,13,Prof-specialty,38,1
43,State-gov,10,Transport-moving,84,0
20,Private,10,Adm-clerical,20,0
31,Private,13,Prof-specialty,35,0
22,?,5,?,36,0
18,Private,9,Other-service,20,0
31,Private,10,Adm-clerical,40,0
30,Private,10,Other-service,45,0
72,?,9,?,14,0
35,Private,9,Transport-moving,40,0
17,Private,6,Sales,22,0
33,Private,7,Adm-clerical,35,0
23,Private,10,Craft-repair,37,0
48,Private,13,Exec-managerial,55,1
19,Private,10,Other-service,20,0
41,Private,9,Exec-managerial,40,0
25,State-gov,14,Exec-managerial,40,0
39,Private,6,Other-service,12,0
35,Private,9,Sales,40,0
32,Private,9,Other-service,13,0
21,Private,8,Farming-fishing,40,0
21,Private,11,Farming-fishing,30,0
30,Private,8,Craft-repair,40,0
38,Private,14,Tech-support,40,1
19,Self-emp-not-inc,10,Sales,16,0
32,Self-emp-not-inc,7,Craft-repair,50,0
44,Private,10,Sales,46,0
47,Self-emp-not-inc,9,Exec-managerial,50,1
28,Local-gov,14,Prof-specialty,55,0
42,Self-emp-inc,13,Sales,60,1
18,?,7,?,35,0
28,?,7,?,40,0
35,Private,13,Sales,52,1
46,Federal-gov,10,Tech-support,40,0
34,Private,10,Prof-specialty,15,0
19,Private,9,Machine-op-inspct,30,0
54,Private,3,Sales,51,0
19,Private,10,Sales,28,0
39,Private,16,Prof-specialty,80,0
23,Private,11,Exec-managerial,40,0
56,Self-emp-not-inc,13,Farming-fishing,30,0
45,Private,13,Craft-repair,72,1
49,Private,9,Craft-repair,45,1
43,Private,3,Other-service,40,0
35,Private,12,Exec-managerial,38,0
25,Private,7,Other-service,40,0
39,Self-emp-not-inc,9,Exec-managerial,50,0
31,Private,9,Craft-repair,45,0
45,Local-gov,10,Protective-serv,40,1
36,Private,9,Exec-managerial,40,0
55,Self-emp-not-inc,13,Sales,40,1
44,Private,9,Other-service,38,1
39,Private,14,Sales,50,1
30,Self-emp-not-inc,4,Farming-fishing,40,0
35,State-gov,9,Prof-specialty,40,0
27,Private,9,Handlers-cleaners,40,0
24,?,10,?,25,0
64,Private,9,Other-service,40,0
30,Private,11,Exec-managerial,48,0
40,Private,9,Tech-support,40,0
39,Private,6,Craft-repair,40,0
48,Private,11,Prof-specialty,40,0
59,Private,15,Exec-managerial,40,0
35,Private,12,Machine-op-inspct,45,0
31,Private,13,Adm-clerical,40,0
66,Private,13,Prof-specialty,40,1
45,Private,11,Craft-repair,40,0
37,State-gov,10,Craft-repair,40,0
46,Private,12,Sales,38,0
40,Private,9,Protective-serv,40,0
46,Self-emp-inc,15,Prof-specialty,60,1
38,Local-gov,10,Adm-clerical,40,0
18,Private,7,Prof-specialty,40,0
36,Private,10,Craft-repair,45,0
30,Private,9,Transport-moving,55,0
61,Private,14,Prof-specialty,18,0
35,Local-gov,9,Transport-moving,45,0
22,Private,10,Other-service,30,0
20,Private,10,Sales,24,0
49,Private,9,Machine-op-inspct,40,0
69,Private,10,Prof-specialty,40,1
39,Private,9,Tech-support,40,1
46,Private,12,Exec-managerial,40,1
24,Private,9,Machine-op-inspct,40,0
23,Private,9,Handlers-cleaners,40,0
36,Private,10,Machine-op-inspct,44,0
30,Private,15,Prof-specialty,45,0
65,?,9,?,40,0
19,Private,10,Machine-op-inspct,20,0
20,Private,10,Sales,20,0
41,Private,8,Handlers-cleaners,40,1
22,Private,9,Other-service,40,0
30,Private,13,Sales,40,0
39,Private,10,Machine-op-inspct,40,0
35,Self-emp-not-inc,9,Craft-repair,40,0
40,Self-emp-not-inc,9,Transport-moving,84,0
47,Self-emp-not-inc,9,Farming-fishing,60,1
46,Local-gov,10,Other-service,40,0
25,Private,9,Sales,50,0
22,Private,9,Other-service,40,0
64,Private,3,Machine-op-inspct,40,0
29,Local-gov,9,Protective-serv,40,0
51,Self-emp-not-inc,6,Transport-moving,40,0
27,Private,10,Sales,40,0
55,Self-emp-not-inc,6,Farming-fishing,70,1
42,Private,6,Craft-repair,43,1
28,Private,13,Adm-clerical,35,0
59,Private,10,Transport-moving,74,1
38,Private,9,Craft-repair,45,1
28,Private,3,Craft-repair,40,0
42,State-gov,9,Machine-op-inspct,40,0
30,Private,7,Machine-op-inspct,55,0
33,Private,11,Craft-repair,40,0
34,Private,13,Exec-managerial,50,1
41,Private,9,Handlers-cleaners,40,0
18,Private,9,Machine-op-inspct,30,0
31,Private,5,Craft-repair,35,0
49,?,10,?,60,0
41,Private,10,Sales,40,0
33,Self-emp-not-inc,9,Craft-repair,40,0
25,Private,6,Other-service,35,0
33,Private,9,Sales,60,1
55,Federal-gov,10,Adm-clerical,40,0
21,Private,9,Priv-house-serv,25,0
20,Private,10,Craft-repair,20,0
68,?,4,?,10,0
22,State-gov,10,Protective-serv,40,0
31,Private,13,Exec-managerial,50,1
61,Private,14,Prof-specialty,45,1
23,Private,10,Adm-clerical,40,0
52,Private,4,Handlers-cleaners,40,0
55,Private,13,Prof-specialty,60,1
59,?,9,?,40,0
48,Local-gov,14,Adm-clerical,40,0
27,Private,10,Adm-clerical,40,0
19,?,10,?,15,0
59,Private,2,Machine-op-inspct,40,0
59,Private,10,Exec-managerial,45,1
24,Private,9,Handlers-cleaners,40,0
35,Private,13,Craft-repair,35,0
32,Private,15,Prof-specialty,60,0
18,Private,7,Exec-managerial,20,0
56,Self-emp-not-inc,10,Exec-managerial,50,1
27,?,10,?,36,0
50,Private,13,Craft-repair,50,1
31,Private,15,Prof-specialty,25,1
22,Local-gov,10,Protective-serv,40,0
39,Private,11,Machine-op-inspct,40,0
36,Private,9,Other-service,40,0
23,Private,11,Tech-support,40,1
30,Private,11,Machine-op-inspct,45,0
33,Private,14,Exec-managerial,50,1
19,Private,10,Other-service,20,0
43,Private,13,Adm-clerical,40,1
28,Private,13,Exec-managerial,38,0
31,Private,10,Machine-op-inspct,25,0
40,Private,11,Craft-repair,40,1
28,Private,10,Adm-clerical,40,0
19,Without-pay,9,Farming-fishing,20,0
49,Private,9,Craft-repair,40,0
46,Private,12,Exec-managerial,60,1
29,Private,9,Other-service,35,0
18,Private,7,Handlers-cleaners,23,0
46,Self-emp-not-inc,9,Transport-moving,50,0
40,Private,9,Other-service,40,0
35,Private,12,Other-service,40,0
38,Private,14,Prof-specialty,20,1
38,Private,10,Prof-specialty,40,0
45,Private,9,Adm-clerical,40,1
35,Private,9,Adm-clerical,45,0
51,Private,10,Exec-managerial,40,0
28,Private,13,Handlers-cleaners,25,0
46,Private,9,Craft-repair,40,0
21,?,10,?,22,0
35,Private,7,Priv-house-serv,8,0
46,State-gov,10,Protective-serv,70,1
46,Self-emp-not-inc,9,Exec-managerial,50,0
20,Private,10,Other-service,36,0
36,Private,6,Transport-moving,48,0
52,Federal-gov,12,Other-service,40,1
29,Private,13,Prof-specialty,50,0
36,Self-emp-not-inc,13,Exec-managerial,40,0
53,Private,9,Sales,40,1
42,Local-gov,7,Transport-moving,40,0
48,Private,11,Craft-repair,40,1
59,Private,9,Handlers-cleaners,40,0
23,Private,9,Adm-clerical,40,0
43,Private,9,Handlers-cleaners,40,0
33,Local-gov,9,Other-service,40,0
60,Self-emp-not-inc,9,Craft-repair,42,1
30,Private,9,Adm-clerical,40,0
46,?,10,?,40,0
29,Private,9,Machine-op-inspct,40,0
30,Private,10,Sales,65,0
43,Private,14,Prof-specialty,50,0
53,Private,9,Handlers-cleaners,52,1
43,Private,15,Prof-specialty,66,0
34,Private,9,Adm-clerical,40,1
43,Federal-gov,16,Prof-specialty,50,1
53,Private,9,Sales,30,0
45,Private,10,Sales,40,0
50,Local-gov,14,Prof-specialty,65,0
26,Private,10,Other-service,45,0
34,Self-emp-not-inc,9,Craft-repair,45,0
56,Self-emp-not-inc,10,Craft-repair,70,0
21,Private,9,Other-service,40,0
36,Private,9,Adm-clerical,40,0
36,Local-gov,10,Protective-serv,40,1
40,State-gov,12,Adm-clerical,40,1
19,Private,10,Other-service,20,0
41,Private,3,Farming-fishing,35,0
27,Self-emp-not-inc,9,Transport-moving,70,0
24,Private,13,Prof-specialty,40,0
34,Private,10,Prof-specialty,35,0
55,Self-emp-inc,9,Adm-clerical,10,0
24,Private,9,Sales,30,0
18,?,10,?,20,0
19,Self-emp-not-inc,10,Craft-repair,15,0
28,Private,11,Tech-support,40,0
67,Self-emp-not-inc,9,Farming-fishing,40,0
33,State-gov,9,Craft-repair,40,0
44,Private,9,Craft-repair,72,0
24,?,13,?,40,0
26,Private,14,Prof-specialty,55,1
63,Federal-gov,16,Exec-managerial,60,1
20,Private,10,Sales,14,0
31,State-gov,9,Protective-serv,40,0
51,Private,14,Exec-managerial,60,1
24,Private,9,Craft-repair,40,0
53,Private,13,Prof-specialty,45,0
33,Private,9,Adm-clerical,40,0
21,Private,10,Sales,20,0
42,Self-emp-not-inc,13,Farming-fishing,60,1
18,Private,9,Other-service,25,0
39,Private,9,Other-service,40,0
22,Private,10,Sales,20,0
23,Private,13,Prof-specialty,40,0
29,Private,9,Craft-repair,40,0
26,Private,13,Sales,48,0
50,Private,9,Craft-repair,40,1
22,Private,6,Handlers-cleaners,40,0
44,Private,13,Prof-specialty,40,0
19,Private,9,Craft-repair,25,0
45,Private,9,Tech-support,26,0
36,Private,9,Craft-repair,40,0
36,Private,9,Transport-moving,43,0
19,?,10,?,40,0
31,Private,10,Craft-repair,70,0
19,Federal-gov,9,Sales,40,0
40,Private,9,Adm-clerical,40,0
41,Private,11,Craft-repair,45,1
42,Private,5,Machine-op-inspct,24,0
43,Self-emp-not-inc,9,Craft-repair,35,0
58,Private,10,Transport-moving,20,0
40,Private,4,Machine-op-inspct,30,0
54,Private,10,Machine-op-inspct,40,0
47,Private,9,Prof-specialty,40,0
43,Private,9,Transport-moving,50,1
43,Private,10,Prof-specialty,40,1
59,Private,9,Craft-repair,40,0
18,Private,8,Handlers-cleaners,20,0
60,Self-emp-not-inc,9,Sales,40,0
38,Private,13,Adm-clerical,50,1
49,Private,9,Adm-clerical,40,0
51,Private,14,Prof-specialty,40,1
27,Local-gov,13,Protective-serv,45,1
28,Private,13,Sales,2,0
78,Private,3,Transport-moving,36,0
62,Federal-gov,9,Adm-clerical,40,0
36,Private,13,Exec-managerial,55,0
20,?,9,?,12,0
34,Private,10,Exec-managerial,40,1
42,Private,13,Exec-managerial,40,0
47,Private,10,Exec-managerial,40,1
69,Self-emp-not-inc,5,Farming-fishing,25,0
38,Private,10,Adm-clerical,40,0
40,Private,9,Machine-op-inspct,40,0
43,Private,9,Craft-repair,40,1
30,Private,13,Prof-specialty,45,0
52,?,10,?,40,1
49,Self-emp-not-inc,13,Prof-specialty,40,1
18,Private,8,Sales,20,0
24,Private,10,Handlers-cleaners,40,0
51,Private,4,Transport-moving,40,0
52,Private,13,Exec-managerial,48,1
37,Local-gov,9,Protective-serv,35,1
55,Private,5,Handlers-cleaners,37,0
40,Private,9,Adm-clerical,50,0
43,Self-emp-not-inc,13,Prof-specialty,70,1
28,Private,10,Adm-clerical,40,0
29,Private,13,Exec-managerial,40,0
40,Private,9,Craft-repair,40,0
40,Private,13,Transport-moving,45,0
35,?,9,?,20,0
34,Private,10,Farming-fishing,54,0
47,Self-emp-inc,13,Sales,60,0
42,Private,10,Prof-specialty,50,0
23,Private,7,Handlers-cleaners,30,0
31,Self-emp-not-inc,10,Farming-fishing,40,0
43,Private,13,Prof-specialty,43,1
45,State-gov,13,Protective-serv,40,0
29,Private,10,Craft-repair,40,0
37,Private,9,Machine-op-inspct,50,0
60,Private,5,Machine-op-inspct,49,0
23,Private,13,Craft-repair,35,0
48,Private,9,Craft-repair,40,1
36,Private,9,Prof-specialty,60,0
39,Private,9,Machine-op-inspct,40,0
30,Private,10,Sales,50,0
22,Private,11,Other-service,30,0
21,?,9,?,20,0
48,Private,7,Other-service,40,0
71,Private,10,Other-service,60,0
18,?,7,?,36,0
46,Federal-gov,10,Other-service,40,0
23,Private,9,Craft-repair,50,0
40,Private,9,Machine-op-inspct,45,1
44,Private,16,Prof-specialty,55,1
28,Private,13,Sales,50,1
27,Self-emp-not-inc,13,Exec-managerial,50,0
23,Private,13,Exec-managerial,40,0
23,Private,9,Craft-repair,40,0
34,Private,7,Other-service,40,0
47,Self-emp-not-inc,11,Sales,40,1
51,Local-gov,14,Prof-specialty,40,0
31,Private,9,Other-service,40,0
37,Private,10,Tech-support,40,0
67,?,4,?,40,0
21,Private,10,Sales,43,0
35,Self-emp-not-inc,10,Craft-repair,40,0
25,Private,9,Farming-fishing,36,0
64,Private,13,Prof-specialty,20,0
30,Private,10,Craft-repair,65,0
25,Private,10,Exec-managerial,40,0
42,Private,14,Exec-managerial,50,1
47,Self-emp-not-inc,3,Sales,50,0
64,State-gov,13,Prof-specialty,40,1
62,Self-emp-not-inc,10,Farming-fishing,50,0
20,Private,9,Handlers-cleaners,60,0
31,Private,9,Exec-managerial,40,1
25,Private,9,Machine-op-inspct,40,0
41,Local-gov,14,Prof-specialty,60,0
45,Private,16,Prof-specialty,50,1
36,Self-emp-inc,13,Sales,45,1
42,Private,13,Prof-specialty,45,1
78,Self-emp-not-inc,10,Craft-repair,3,1
56,Local-gov,13,Prof-specialty,40,1
45,Private,9,Craft-repair,45,0
33,Local-gov,14,Prof-specialty,50,1
58,Private,9,Craft-repair,25,0
62,?,9,?,30,0
27,Private,13,Exec-managerial,40,0
63,?,9,?,4,0
41,Local-gov,13,Prof-specialty,35,0
37,Private,10,Sales,55,0
47,Local-gov,13,Prof-specialty,50,1
31,Private,8,Prof-specialty,55,0
33,Federal-gov,11,Craft-repair,40,1
44,Private,11,Craft-repair,40,0
35,Self-emp-inc,15,Prof-specialty,50,1
29,Private,9,Craft-repair,40,0
39,Private,14,Sales,55,1
28,Private,9,Machine-op-inspct,50,0
51,State-gov,10,Prof-specialty,40,0
35,State-gov,9,Protective-serv,40,0
57,Private,4,Sales,50,0
17,Private,7,Sales,10,0
41,Private,7,Handlers-cleaners,40,0
35,Private,13,Adm-clerical,40,0
17,Private,10,Craft-repair,16,0
18,Private,7,Adm-clerical,20,0
